Course ID,Section,Date,Professor,Professor Score,Difficulty
ANTH 20701,1,Autumn 2019,Emily Osborn,5.603884069786400,N/A
ANTH 20701,1,Autumn 2015,Emily Osborn,9.360000000000000,5.96
HIST 18301,1,Autumn 2020,Amy Coombs,4.643776372987690,N/A
HIST 18301,1,Autumn 2014,Francois Richard,8.434316279464760,7.00
HIST 18301,1,Winter 2016,Tessa Murphy,9.705555555555560,6.11
HIST 18301,1,Autumn 2015,Francois Richard,7.021607299246830,5.14
HIST 18301,1,Winter 2015,"Filiberto Chavez-Guerrero,Julie Saville",5.2686099478246100,6.25
HIST 18301,1,Autumn 2016,Julie Saville,6.231093949317860,5.05
HIST 18301,1,Winter 2017,Francois Richard,6.732644561569260,6.64
HIST 18301,1,Winter 2020,Amy Coombs,4.731428920983210,N/A
HIST 18301,1,Winter 2021,Sarah Newman,8.502830092939070,N/A
HIST 18301,1,Autumn 2019,Francois Richard,6.01493191191223,N/A
HIST 18301,2,Autumn 2020,Stephan Palmie,6.735919343110250,N/A
HIST 18301,2,Autumn 2014,Stephan Palmie,8.201914689964240,5.39
HIST 18301,2,Winter 2016,Karma Frierson,7.07710997170958,7.14
HIST 18301,2,Autumn 2015,Stephan Palmie,8.720222926386520,6.50
HIST 18301,2,Autumn 2016,Jessica Robinson,6.413229442560190,5.13
HIST 18301,2,Winter 2017,Adom Getachew,6.143320612375250,8.78
HIST 18301,2,Winter 2021,Deirdre Lyons,6.712783947177060,N/A
HIST 18301,2,Autumn 2019,Stephan Palmie,8.880024999601920,N/A
HIST 18301,3,Autumn 2014,Matthew Knisley,7.527988690909030,8.43
HIST 18301,3,Autumn 2015,Julie Saville,3.8998621748769000,5.89
HIST 18301,3,Autumn 2016,Matthew Knisley,9.072434763069950,5.93
HIST 18301,3,Winter 2021,Matthew Knisley,7.753839705312550,N/A
HIST 18301,3,Autumn 2019,Ramon Gutierrez,4.984134806770590,N/A
CLCV 20900,1,Spring 2016,Walter E Kaegi,5.2476920572454500,4.75
CLCV 20900,1,Spring 2017,Brian Salas,9.455555555555560,4.50
CLCV 20900,1,Spring 2020,Richard Payne,5.463798240159460,N/A
CHDV 20100,1,Winter 2015,Idolly Keels,3.345979679464820,4.43
CHDV 20100,1,Winter 2016,Idolly Keels,3.873742010173000,3.17
CHDV 20100,1,Winter 2017,Guanglei Hong,6.6530216589983,4.72
CHDV 20100,1,Winter 2021,Eman Abdelhadi,8.902,N/A
CHDV 20100,1,Spring 2020,Guanglei Hong,8.27364620778685,N/A
NEHC 20001,1,Autumn 2015,"Brian Muhs,Janet H Johnson,Foy Scalf",6.499788736490650,6.50
NEHC 20001,1,Autumn 2019,"Brian Muhs,Robert Ritner",8.708,N/A
KORE 21100,1,Autumn 2019,Won Na,9.92,N/A
HIPS 29318,1,Winter 2021,Michaela Appeltova,9.816,N/A
ARTV 22501,1,Spring 2020,Jason Salavon,9.8,N/A
CRWR 22134,1,Winter 2020,Sharon Pomerantz,9.867,N/A
NEHC 20003,1,Spring 2016,Petra Goedegebuure,7.137708391804660,6.86
NEHC 20003,1,Spring 2020,Petra Goedegebuure,8.602,N/A
ARTH 18305,1,Spring 2016,Darby English,7.207024289314470,4.44
ARTH 18305,1,Spring 2017,Darby English,9.986666666666670,5.38
ARTH 18305,1,Spring 2020,Darby English,6.738832367448200,N/A
ARCH 22611,1,Spring 2020,Colin Jones,9.812000000000000,N/A
MDVL 22350,1,Autumn 2020,Noel Blanco Mourelle,9.832000000000000,N/A
ANTH 23101,1,Autumn 2020,Emilio Kouri,5.4221550019770700,N/A
ANTH 23101,1,Autumn 2014,"Ramon Gutierrez,Rosario Granados",3.6967536575721600,5.85
ANTH 23101,1,Autumn 2015,Emilio Kouri,7.095891656781340,6.11
ANTH 23101,1,Autumn 2016,Alan Kolata,8.726284104389090,5.14
ANTH 23101,1,Autumn 2019,Emilio Kouri,9.421,N/A
ANTH 23101,2,Autumn 2020,Emilio Kouri,6.909923882957690,N/A
CMSC 28510,1,Autumn 2017,Todd Dupont,8.525,7.75
CMSC 28510,1,Autumn 2019,Todd Dupont,5.879799204771370,N/A
CMSC 28510,1,Autumn 2016,Todd Dupont,7.786481113320080,11.60
PERS 20103,1,Spring 2018,Saeed Ghahremani,7.57,5.33
PERS 20103,1,Spring 2017,Saeed Ghahremani,9.835,6.00
HUMA 11700,1,Spring 2020,Anubav Vasudevan,5.87029884766367,N/A
HUMA 11700,1,Spring 2017,Benjamin Callard,7.717148248983440,8.43
HUMA 11700,2,Spring 2015,Kevin Davey,7.853075675713700,5.56
HUMA 11700,2,Spring 2017,Anubav Vasudevan,6.298349408354790,4.40
HUMA 11700,3,Spring 2015,David Finkelstein,8.93944972070969,4.75
HUMA 11700,4,Spring 2020,Anubav Vasudevan,6.061001013042930,N/A
HUMA 11700,4,Spring 2015,Reynolds Barton Schultz,7.2812996848310900,6.00
HUMA 11700,4,Spring 2016,Nima Bassiri,5.706113327142520,7.00
HUMA 11700,5,Spring 2020,David Finkelstein,6.852362226161830,N/A
HUMA 11700,5,Spring 2016,Nima Bassiri,5.951979936122010,5.40
HUMA 11700,5,Spring 2017,John Miller,5.917967547451210,5.33
HUMA 11700,6,Spring 2015,Alex Silverman,6.015318967821820,6.00
HUMA 11700,6,Spring 2017,Marcello Barison,5.144950051355650,4.63
HUMA 11700,7,Spring 2015,Alex Silverman,5.747400278586810,3.67
HUMA 11700,7,Spring 2017,Marcello Barison,6.099463403824240,5.60
HUMA 11700,9,Spring 2016,Alex Silverman,5.828735032994250,3.83
HUMA 11700,9,Spring 2017,David Wellbery,7.529481132075470,4.75
HUMA 11700,1,Spring 2020,Alexandra-Olivia Sultanescu,7.541186589844240,N/A
HUMA 11700,1,Spring 2017,David Simon,8.912209946111740,5.38
HUMA 11700,1,Spring 2020,Alexandra-Olivia Sultanescu,5.769635621121940,N/A
HUMA 11700,1,Spring 2015,Nima Bassiri,5.019679449298610,5.00
HUMA 11700,1,Spring 2016,Marcello Barison,9.704444444444440,5.50
ANTH 22845,1,Autumn 2020,Kathryn Takabvirwa,9.784,N/A
CMSC 23360,1,Spring 2020,Haitao Zheng,8.85,N/A
HIPS 21100,1,Autumn 2016,Russell H Tuttle,9.011111111111110,2.80
BIOS 21415,1,Winter 2020,"Akira Imamoto, Xiaoyang Wu",N/A,N/A
PHIL 21000,0,Spring 2015,Benjamin Callard,6.853435962570510,3.60
PHIL 21000,0,Autumn 2015,Benjamin Callard,7.86359633545413,4.47
PHIL 21000,1,Winter 2017,Candace Vogler,9.027777777777780,4.49
PHIL 21000,1,Spring 2020,Benjamin Callard,7.7570550740318200,N/A
PHIL 21000,1,Winter 2021,Candace Vogler,5.49540348813962,N/A
ENST 26170,1,Spring 2020,Sarah Taylor,10.0,N/A
PLSC 26205,1,Winter 2020,Patricia Posey,9.15,N/A
PLSC 26205,1,Winter 2021,Patricia Posey,8.202870568133280,N/A
PBPL 20000,1,Autumn 2020,Ryan Kellogg,6.218386657078420,N/A
PBPL 20000,1,Autumn 2014,Sabina Shaikh,8.721231872214780,5.42
PBPL 20000,1,Autumn 2015,Sabina Shaikh,6.979673327594910,4.94
PBPL 20000,1,Autumn 2016,Dan A Black,4.833420008934510,4.85
PBPL 20000,1,Spring 2015,Sabina Shaikh,5.280609525781130,4.90
PBPL 20000,1,Winter 2016,Don Coursey,9.43249100193581,3.06
PBPL 20000,1,Autumn 2019,Ryan Kellogg,9.468,N/A
PBPL 20000,2,Autumn 2020,Ryan Kellogg,7.415809956526000,N/A
PBPL 20000,2,Autumn 2015,Sabina Shaikh,6.66725530894867,5.43
PBPL 20000,2,Autumn 2016,Dan A Black,6.578334640821980,4.73
HUMA 16000,1,Autumn 2020,Adrienne Brown,5.7826409811705,N/A
HUMA 16000,1,Autumn 2014,Jacqueline Stewart,5.437090172887750,4.83
HUMA 16000,1,Autumn 2015,Andrew Broughton,5.21895056388237,6.30
HUMA 16000,1,Autumn 2016,Andrew Broughton,4.947974521466900,5.08
HUMA 16000,1,Autumn 2019,Adrienne Brown,6.073105832633110,N/A
HUMA 16000,2,Autumn 2020,Heather Keenleyside,6.3105960453497500,N/A
HUMA 16000,2,Autumn 2014,Anna Seastrand,5.322196397830840,6.20
HUMA 16000,2,Autumn 2015,Paola Iovene,5.328226712860820,3.71
HUMA 16000,2,Autumn 2016,Andrew Broughton,5.3781547908960200,5.13
HUMA 16000,2,Autumn 2019,Lawrence Rothfield,4.32756180124095,N/A
HUMA 16000,3,Autumn 2020,Panpan Yang,6.829645894473670,N/A
HUMA 16000,3,Autumn 2014,Julie Orlemanski,6.44601776386986,5.00
HUMA 16000,3,Autumn 2015,Kalisha Cornett,5.522632740361150,5.75
HUMA 16000,3,Autumn 2016,Marius Hauknes,4.962624342259880,5.25
HUMA 16000,3,Autumn 2019,Nicholas Baer,7.713656991833240,N/A
HUMA 16000,4,Autumn 2020,Danielle Roper,5.952395928622580,N/A
HUMA 16000,4,Autumn 2014,Anna Seastrand,4.256488117330580,4.75
HUMA 16000,4,Autumn 2015,Julie Orlemanski,7.09574988467558,5.00
HUMA 16000,4,Autumn 2016,Marius Hauknes,4.978627489938150,5.69
HUMA 16000,4,Autumn 2019,Ngara Ndiaye,5.695349320540260,N/A
HUMA 16000,5,Autumn 2020,Brandon Truett,5.639203813087520,N/A
HUMA 16000,5,Autumn 2014,Zachary Samalin,5.851613851991970,4.25
HUMA 16000,5,Autumn 2015,Andrew Broughton,4.717721801167360,4.72
HUMA 16000,5,Autumn 2016,Leah M. Feldman,6.095251614196930,6.00
HUMA 16000,5,Autumn 2019,Nicholas Baer,9.837,N/A
HUMA 16000,6,Autumn 2020,Haitham Ibrahim,6.32335075686393,N/A
HUMA 16000,6,Autumn 2014,Ian Jones,3.782470890644860,7.92
HUMA 16000,6,Autumn 2015,Anna Seastrand,5.324673446776690,5.00
HUMA 16000,6,Autumn 2016,Anna Seastrand,7.167063755202250,5.88
HUMA 16000,6,Autumn 2019,Lawrence Rothfield,4.261592001291450,N/A
HUMA 16000,7,Autumn 2020,Timothy Campbell,5.56125799601803,N/A
HUMA 16000,7,Autumn 2014,Timothy Campbell,5.91299243756959,5.45
HUMA 16000,7,Autumn 2015,Anna Seastrand,4.9594765398167100,4.86
HUMA 16000,7,Autumn 2016,Anna Seastrand,7.331838075777000,5.63
HUMA 16000,7,Autumn 2019,Haitham Ibrahim,6.418408085633040,N/A
HUMA 16000,8,Autumn 2020,Panpan Yang,6.627208631187680,N/A
HUMA 16000,8,Autumn 2015,Leah M. Feldman,4.552366208726390,5.90
HUMA 16000,8,Autumn 2016,Patrick Jagoda,7.725103019315170,5.79
HUMA 16000,8,Autumn 2019,Adam Flowers,5.901803563076130,N/A
HUMA 16000,9,Autumn 2020,Lawrence Rothfield,5.411824876132610,N/A
HUMA 16000,9,Autumn 2014,Julie Orlemanski,6.396360324536480,5.57
HUMA 16000,9,Autumn 2015,Benjamin Morgan,5.3569763478009700,6.00
HUMA 16000,9,Autumn 2016,Timothy Campbell,6.1495280874175200,6.00
HUMA 16000,9,Autumn 2019,Haitham Ibrahim,8.165632135569090,N/A
HUMA 16000,1,Autumn 2020,Ngara Ndiaye,5.804506099201540,N/A
HUMA 16000,1,Autumn 2014,Paola Iovene,4.560508218503330,6.50
HUMA 16000,1,Autumn 2015,Patrick Jagoda,6.103749273904580,6.56
HUMA 16000,1,Autumn 2016,Heather Keenleyside,6.250116520205800,4.23
HUMA 16000,1,Autumn 2019,Carmen Merport,6.042517829868080,N/A
HUMA 16000,1,Autumn 2020,Julie Orlemanski,6.518637611811800,N/A
HUMA 16000,1,Autumn 2014,Haitham Ibrahim,6.40397601803982,6.25
HUMA 16000,1,Autumn 2015,Haitham Ibrahim,5.893943957161410,5.27
HUMA 16000,1,Autumn 2016,Benjamin Morgan,8.133132280213270,4.30
HUMA 16000,1,Autumn 2019,Christopher Carloy,5.040674579554530,N/A
HUMA 16000,1,Autumn 2020,Haitham Ibrahim,8.500041665804320,N/A
HUMA 16000,1,Autumn 2014,Andrew Broughton,4.570748024307580,5.75
HUMA 16000,1,Autumn 2015,Haitham Ibrahim,7.256738395465950,5.08
HUMA 16000,1,Autumn 2016,Julie Orlemanski,6.732167193042730,4.27
HUMA 16000,1,Autumn 2019,Julie Orlemanski,6.617313379334320,N/A
HUMA 16000,1,Autumn 2020,Noa Merkin,7.050911167313080,N/A
HUMA 16000,1,Autumn 2014,Benjamin Morgan,5.970581869759520,6.50
HUMA 16000,1,Autumn 2016,Lisa C Ruddick,4.881107013242420,4.88
HUMA 16000,1,Autumn 2019,Carmen Merport,5.828950556523680,N/A
HUMA 16000,1,Autumn 2020,Haitham Ibrahim,6.366532201383340,N/A
HUMA 16000,1,Autumn 2016,Timothy Campbell,5.0732078907198200,5.56
HUMA 16000,1,Autumn 2019,Haitham Ibrahim,7.383867402903280,N/A
HUMA 16000,1,Autumn 2020,Noa Merkin,5.220822554007010,N/A
HUMA 16000,1,Autumn 2014,Jonathan Lee,6.698026354216830,7.31
HUMA 16000,1,Autumn 2016,Haitham Ibrahim,6.064993669229790,5.57
HUMA 16000,1,Autumn 2019,Julie Orlemanski,6.351457827136170,N/A
HUMA 16000,1,Autumn 2020,Joseph Bitney,7.428327970230430,N/A
HUMA 16000,1,Autumn 2014,Haitham Ibrahim,8.072346303478680,4.75
HUMA 16000,1,Autumn 2016,Haitham Ibrahim,7.451019017146200,4.31
HUMA 16000,1,Autumn 2020,Lawrence Rothfield,4.9698606724643900,N/A
HUMA 16000,1,Autumn 2016,Adrienne Brown,6.405437747579570,5.20
HUMA 16000,1,Autumn 2016,Adrienne Brown,5.96324065067348,2.40
GEOG 23500,1,Winter 2020,Michael P Conzen,9.62,N/A
RUSS 21302,1,Autumn 2020,Valentina Pichugin,5.492903439153440,N/A
RUSS 21302,1,Autumn 2014,Valentina Pichugin,10.0,4.17
RUSS 21302,1,Autumn 2015,Valentina Pichugin,9.6,4.25
RUSS 21302,1,Autumn 2016,Valentina Pichugin,9.96,4.50
RUSS 21302,1,Autumn 2019,Valentina Pichugin,9.735000000000000,N/A
SPAN 21610,1,Spring 2016,Alba Girons Masot,9.180166621367080,4.25
SPAN 21610,1,Winter 2021,Caitlin McClelland Methvin,9.934000000000000,N/A
HIST 18806,1,Autumn 2020,Adam Green,9.742000000000000,N/A
ENST 28925,1,Autumn 2019,Kavi Bhalla,9.411000000000000,N/A
RUSS 21402,1,Winter 2015,Valentina Pichugin,8.441990492660120,7.00
RUSS 21402,1,Winter 2016,Valentina Pichugin,9.835,6.00
RUSS 21402,1,Winter 2018,Valentina Pichugin,9.3,5.67
RUSS 21402,1,Winter 2017,Valentina Pichugin,9.986666666666670,6.25
RUSS 21402,1,Winter 2020,Valentina Pichugin,5.492181050460250,N/A
RUSS 21402,1,Winter 2021,Valentina Pichugin,7.2479120299644100,N/A
CATA 21600,1,Spring 2016,Alba Girons Masot,9.180166621367080,4.25
CATA 21600,1,Winter 2021,Caitlin McClelland Methvin,9.934000000000000,N/A
SOSC 13210,1,Winter 2020,Minju Kim,9.610000000000000,N/A
SOSC 13210,1,Winter 2021,Bianca DiGiovanni,8.41085853289367,N/A
ECON 26010,1,Autumn 2015,Casey Mulligan,3.307779751433270,4.50
ECON 26010,1,Autumn 2016,Casey Mulligan,4.104887264418600,3.30
ECON 26010,1,Winter 2015,Casey Mulligan,7.872222222222220,4.00
ECON 26010,1,Spring 2020,Christopher Clapp,9.427606426525930,N/A
ECON 26010,2,Winter 2015,Casey Mulligan,3.734348019987060,3.86
ENGL 10703,1,Autumn 2020,William R Veeder,7.678249403195200,N/A
ENGL 10703,1,Autumn 2015,William R Veeder,9.842222222222220,3.58
ENGL 10703,9,(2206) Summer 2020,William R Veeder,3.5195415314929300,N/A
BIOS 26120,1,Autumn 2019,Esmael Jafari Haddadian,N/A,N/A
MOGK 10200,1,Winter 2015,Dimitra Georgouses,9.67,3.00
MOGK 10200,1,Winter 2019,Stefanos  Katsikas,8.725,1.90
MOGK 10200,1,Winter 2020,Stefanos Katsikas,N/A,N/A
MOGK 10200,1,Winter 2016,Chrysanthi Koutsiviti,9.245000000000000,4.00
SPAN 29220,1,Winter 2020,Mario Santana,9.854000000000000,N/A
ENST 21201,1,Autumn 2020,Alison Anastasio,7.6249518646233600,N/A
ENST 21201,1,Autumn 2014,Phillip Drake,8.379142631342130,4.33
ENST 21201,1,Autumn 2015,Glenn Sandiford,6.645241960994340,5.43
ENST 21201,1,Autumn 2016,Daniel Goldfarb,6.6773964802826300,3.25
ENST 21201,1,Autumn 2019,Alison Anastasio,9.491,N/A
ENST 21201,1,Spring 2020,Alison Anastasio,6.745811310826940,N/A
ENGL 24554,1,Spring 2020,Kris Trujillo,9.698,N/A
CMLT 20104,1,Winter 2021,Kris Trujillo,9.9,N/A
ITAL 20300,1,Spring 2020,Fara Taddei,8.87637859801277,N/A
ITAL 20300,1,Spring 2017,Veronica Vegna,N/A,5.43
ITAL 20300,1,Spring 2018,Veronica Vegna,N/A,5.88
ITAL 20300,1,Spring 2019,Veronica Vegna,N/A,5.13
ITAL 20300,2,Spring 2015,Veronica Vegna,N/A,4.67
ITAL 20300,2,Spring 2020,"Clelia Masciello, Fara Taddei",9.966,N/A
ITAL 20300,2,Spring 2017,Veronica Vegna,N/A,5.50
BIOS 21229,1,Winter 2020,James A Shapiro,N/A,N/A
HIND 10200,1,Winter 2015,Jason Grunebaum,9.835,7.00
HIND 10200,1,Winter 2016,Jason Grunebaum,9.585,4.00
HIND 10200,1,Winter 2019,Jason Grunebaum,9.17,7.67
HIND 10200,1,Winter 2021,Jason Grunebaum,9.85,N/A
HIND 10200,1,Winter 2017,Jason Grunebaum,9.14,5.00
HIND 10200,1,Winter 2018,Jason Grunebaum,9.780000000000000,5.50
GEOS 21400,1,Autumn 2017,Andrew Campbell,7.563865737540210,3.50
GEOS 21400,1,Winter 2021,Andrew Campbell,9.380000000000000,N/A
GNSE 21400,1,Winter 2021,Linda Zerilli,9.968010537705230,N/A
GNSE 21400,1,Spring 2015,Linda Zerilli,6.6323695201058000,7.33
GNSE 21400,1,Winter 2015,"Ashleigh Campi,Lauren G Berlant",8.298186741099660,9.50
GNSE 21400,1,Winter 2016,"Joseph Sosa,Lauren G Berlant",9.316666666666670,7.33
GNSE 21400,2,Winter 2021,"Linda Zerilli, Aylon Cohen",6.107966222891280,N/A
GEOS 23600,1,Spring 2020,Clara Blattler,9.458,N/A
CRES 24002,1,Autumn 2020,Alice Yao,6.054387917142080,N/A
CRES 24002,1,Spring 2015,Stacie Kent,7.249543886751960,6.20
CRES 24002,1,Spring 2016,Alice Yao,4.49662786214396,5.20
CRES 24002,1,Winter 2016,Julie Chu,6.85249587971513,5.33
CRES 24002,1,Winter 2015,Kyeong-Hee Choi,7.396858284419250,4.88
CRES 24002,1,Spring 2017,James Hevia,7.4854776720423200,4.80
CRES 24002,1,Winter 2017,Kenneth Pomeranz,7.957977747194220,5.30
CRES 24002,1,Winter 2020,Jaewoong Jeon,5.630219742862860,N/A
CRES 24002,1,Spring 2020,Kyeong-Hee Choi,4.567442250008820,N/A
CRES 24002,1,Winter 2021,Zachary Leonard,8.5837302059685,N/A
CRES 24002,2,Autumn 2020,Zachary Leonard,5.513959159187420,N/A
CRES 24002,2,Spring 2016,Hasan Siddiqui,5.765546968633560,4.25
CRES 24002,2,Winter 2016,Kyeong-Hee Choi,6.308111961961370,8.40
CRES 24002,2,Winter 2015,Kathleen D Morrison,6.949969769329400,7.17
CRES 24002,2,Winter 2017,Kyeong-Hee Choi,7.4008779049478700,6.11
CRES 24002,2,Winter 2020,Jaewoong Jeon,7.631910648959570,N/A
CRES 24002,2,Spring 2020,Alice Yao,5.356331572818270,N/A
CRES 24002,2,Winter 2021,Jaewoong Jeon,9.95,N/A
CRES 24002,3,Winter 2017,Zachary Leonard,6.856331907407630,4.33
CRES 24002,3,Winter 2020,Sunit Singh,8.741384047145730,N/A
CRES 24002,3,Winter 2021,Zachary Leonard,8.063788361779970,N/A
ENGL 26614,1,Spring 2017,Rosanna Warren,9.966666666666670,6.00
BIOS 20200,1,Spring 2020,"Marvin W Makinen, Engin Ozkan, Paul J Strieleman, Minglei Zhao",N/A,N/A
BIOS 20200,1,Autumn 2019,"Marvin W Makinen,Engin Ozkan,Paul J Strieleman,Minglei Zhao",N/A,N/A
ENGL 29120,1,Spring 2020,Joshua K Scodel,9.728,N/A
EGPT 20110,1,Autumn 2020,Janet H Johnson,9.602,N/A
EGPT 20110,1,Spring 2016,Brendan Hainline,9.75,9.00
RUSS 10303,1,Spring 2016,"Antje Postema,Erik Houle",9.86,4.40
RUSS 10303,1,Spring 2017,Erik Houle,9.880000000000000,4.63
RUSS 10303,1,Spring 2018,Cheryl Stephenson,9.585,6.20
RUSS 10303,1,Spring 2019,Erik Houle,9.9,8.67
RUSS 10303,1,Spring 2020,Maria Iakubovich,6.185885890307790,N/A
RUSS 10303,2,Spring 2016,Bronwyn Koehl,9.665,5.25
RUSS 10303,2,Spring 2017,Mark Baugher,9.9,3.80
RUSS 10303,2,Spring 2018,Maria Iakubovich,9.57,5.17
RUSS 10303,2,Spring 2019,Mark Baugher,9.375,4.00
RUSS 10303,2,Spring 2020,Erik Houle,9.828,N/A
RUSS 10303,3,Spring 2016,Antje Postema,9.0,4.00
RUSS 10303,3,Spring 2018,Mark Baugher,10.0,7.00
RUSS 10303,3,Spring 2019,Maria Iakubovich,9.915,6.00
RUSS 10303,3,Spring 2020,Mark Baugher,5.93406770079633,N/A
ENGL 28113,1,Spring 2020,Adam Rowe,9.554000000000000,N/A
BIOS 25226,1,Autumn 2019,Matthew Brady,N/A,N/A
EALC 24305,1,Spring 2020,Kyeong-Hee Choi,8.95,N/A
BIOS 10501,1,Winter 2020,Paul J Strieleman,N/A,N/A
ENGL 28912,1,Autumn 2016,William Nickell,7.044566571822570,7.00
ENGL 28912,1,Spring 2020,William Nickell,9.422000000000000,N/A
ENGL 28912,1,Spring 2015,William Nickell,7.195023867018590,6.00
BIOS 24130,1,Spring 2020,David Freedman,N/A,N/A
MUSI 20918,1,Spring 2020,Berthold Hoeckner,9.436,N/A
HIST 13600,1,Winter 2015,"Jane Dailey,Daniel Webb",6.874560822496160,4.63
HIST 13600,1,Winter 2017,Christopher Kindell,6.188284570623830,5.71
HIST 13600,1,Winter 2020,Adam Rowe,9.6,N/A
HIST 13600,2,Winter 2015,Daniel Webb,7.397683944241640,5.40
HIST 13600,2,Winter 2016,Jonathan Levy,6.9876653464726500,5.38
HIST 13600,2,Winter 2020,Trish Kahle,7.220601800939790,N/A
HIST 13600,2,Winter 2021,Adam Green,6.466549561889280,N/A
HIST 13600,3,Winter 2015,Kai Parker,6.472172946144390,5.17
HIST 13600,3,Winter 2016,Amy Lippert,7.415507218832540,5.60
HIST 13600,3,Winter 2017,Amy Lippert,8.946154791110060,7.86
HIST 13600,3,Winter 2020,Adam Green,6.447547798960590,N/A
HIST 13600,3,Winter 2021,Rashauna Johnson,7.694676414111290,N/A
HIST 13600,4,Winter 2015,Ashley Finigan,6.91932405046884,4.43
HIST 13600,4,Winter 2016,Adam Green,7.727729870682150,5.63
HIST 13600,4,Winter 2017,Adam Green,5.964032409925700,6.38
HIST 13600,4,Winter 2020,Amy Dru Stanley,7.808386428725910,N/A
HIST 13600,4,Winter 2021,Gabriel Winant,6.291624804210060,N/A
HIST 13600,5,Winter 2015,Kai Parker,6.050958833685410,4.60
HIST 13600,5,Winter 2016,Amy Dru Stanley,8.050652188951590,6.11
HIST 13600,5,Winter 2017,Amy Dru Stanley,6.179470924783890,5.43
HIST 13600,5,Winter 2021,Amy Dru Stanley,6.766588031745820,N/A
HIST 13600,6,Winter 2016,Eric Slauter,5.260264949030900,5.14
HIST 13600,6,Winter 2017,Eric Slauter,7.187201203247980,6.14
CRES 29302,1,Winter 2016,Ingu Hwang,9.511111111111110,7.30
CRES 29302,1,Winter 2015,Michael E Geyer,6.158419201419450,4.73
BIOS 20152,1,Winter 2020,Dmitry Kondrashov,N/A,N/A
CMLT 26111,1,Autumn 2020,Nisha Kommattam,10.0,N/A
CMST 28118,1,Spring 2020,Berthold Hoeckner,9.436,N/A
HIST 18303,1,Autumn 2020,Deirdre Lyons,4.965134215795910,N/A
HIST 18303,1,Spring 2016,Kaushik Sunder Rajan,7.34990190044412,8.00
HIST 18303,1,Autumn 2016,Trish Kahle,8.936722925822870,5.83
HIST 18303,1,Winter 2017,Elizabeth Fretwell,6.870454754288790,4.11
HIST 18303,1,Spring 2017,Dan Slater,6.859943047356510,5.00
HIST 18303,1,Spring 2020,Jaewoong Jeon,9.314396848100280,N/A
HIST 18303,1,Autumn 2019,Sunit Singh,9.417433750292570,N/A
HIST 18303,1,Autumn 2015,Kyle Gardner,8.387626106328940,5.88
HIST 18303,2,Autumn 2020,Mareike Winchell,6.745103164902610,N/A
HIST 18303,2,Spring 2016,Pierre Sean Brotherton,6.753378583378840,6.80
HIST 18303,2,Spring 2017,Emily Fransee,7.335843526151700,4.14
HIST 18303,2,Spring 2020,Tasneem Mandviwala,9.858,N/A
HIST 18303,2,Autumn 2019,Matthew Furlong,5.0885769900918,N/A
HIST 18303,3,Spring 2016,Deirdre Lyons,6.645052372737860,6.29
HIST 18303,3,Spring 2017,Pierre Sean Brotherton,7.6202928539024600,7.80
PHSC 13400,0,Spring 2015,David Archer,7.690844377519430,3.12
PHSC 13400,0,Autumn 2014,Douglas R Macayeal,5.645768494530130,3.33
PHSC 13400,0,Autumn 2015,Douglas R Macayeal,5.041400203269140,3.42
PHSC 13400,1,Spring 2017,David Archer,8.886666666666670,3.41
PHSC 13400,1,Autumn 2019,Douglas R Macayeal,6.1640777972109700,N/A
PHSC 13400,1,Autumn 2017,Douglas R Macayeal,5.3255389593991700,3.58
PHSC 13400,1,Autumn 2016,Douglas R Macayeal,6.356937354445890,2.81
REES 25502,1,Winter 2021,William Nickell,9.662000000000000,N/A
HIST 13300,1,Spring 2020,Katy Weintraub,8.698745792446490,N/A
HIST 13300,1,Spring 2015,Katy Weintraub,7.081835392363420,4.33
HIST 13300,1,Spring 2016,Katy Weintraub,7.240024156371520,4.10
HIST 13300,1,Spring 2017,Katy Weintraub,9.967777777777780,4.17
HIST 13300,9,(2206) Summer 2020,Daniel Koehler,6.433601403474260,N/A
HIST 13300,9,(2156) Summer 2015,Daniel Koehler,5.562622469251180,12.40
HIST 13300,9,(2166) Summer 2016,Daniel Koehler,9.25,11.00
CMST 10100,1,Autumn 2020,Cooper Long,7.731498490027540,N/A
CMST 10100,1,Spring 2015,Yuqian Yan,7.516928413662390,4.64
CMST 10100,1,Spring 2016,Mikki Kressbach,8.526314708496040,6.15
CMST 10100,1,Winter 2015,Daniel Johnson,6.466815838670780,6.06
CMST 10100,1,Winter 2016,Jordan Schonig,8.606925463777260,3.77
CMST 10100,1,Autumn 2015,Zachary Campbell,6.655710977628810,4.11
CMST 10100,1,Autumn 2014,Jacqueline Stewart,5.768567572650140,4.82
CMST 10100,1,Winter 2021,Kara Keeling,5.840265323731460,N/A
CMST 10100,1,Winter 2020,David Burnham,6.984082733216080,N/A
CMST 10100,1,Autumn 2019,Francesca Lambert,8.938693093950150,N/A
CMST 10100,1,Autumn 2016,Takuya Tsunoda,6.168061095808580,4.38
CMST 10100,1,Spring 2017,Shannon Tarbell,7.603203446203320,2.88
CMST 10100,1,Winter 2017,William Carroll,6.761484068776570,3.95
CMST 10100,2,Autumn 2020,Andrew Pettinelli,5.991840042478350,N/A
CMST 10100,2,Spring 2015,Mario Slugan,6.099391604626900,4.89
CMST 10100,2,Spring 2016,Nathan Holmes,7.326197081826130,4.50
CMST 10100,2,Winter 2021,Tanya Desai,5.558514419407290,N/A
CMST 10100,2,Winter 2020,Aurore Spiers,5.543899545348950,N/A
